ReviewText,Rating,Sentiment
"i filed a bbb complaint last month because starbucks canceled my starbucks reward cards. i could not remember the balances, so i guessed about $9. starbucks played nothing but games and tried everything they could to avoid responding to the complaint. i received a couple of phone call messages asking me to contact them directly and discuss the matter. the number provided was the customer service number and when i spoke with one representative, linda hung up the phone on me. i did not use my card since 2012 which is my prerogative. because of this and other reasons, starbucks decided to close my starbucks account. i reopened one about a few weeks ago and added a new card that i have not used yet.",1,Very Negative
"every time i try to buy a strawberry refresher starbucks never has strawberries to put into the drink. how is the drink called strawberry refresher and you guys never have any damn strawberries. it seems every time we go on the starbucks to order a specialty drink you guys are constantly out of it. it is like calling a pizza place, and they are telling us they are out of cheese. i do not give you a partial payment so i do not expect a partial drink.",2,Negative
insulted by customer service representative as i called to complain instead of acknowledge they have issues and they are providing low quality. she called me suspicious even though i spend at least average 15 dollars a day. was so upset and i decided to close the account after being with them for more than 10 yrs. company that does not appreciate feedback soon to fall especially that it lost its quality.,1,Very Negative
"i would give starbucks zero stars if i could. i received an email that i would be receiving a birthday reward on the day of my birthday and it would be good on the day of my birthday only. the email also stated that the reward would be for any drink or food item. i went to an starbucks near my home. the cashier told me my coupon had expired. i told her i do not have a coupon. its a birthday reward. i ordered a sandwich. the cashier said i could only purchase a drink. i showed her the email. she said, let is try it and swiped my card. she said it did not take so she asked if i wanted a drink. i told her to just give me a venti hot coffee. she swiped my card again and said it did not work. then she asked, ""are you sure it is your birthday?"" i showed her the email that said in big letters, 7/15. i told her this is july 15 and this is my birthday.",1,Very Negative
"on june 21, 2023 i purchased coffee and a breakfast sandwich for $8.10 at the starbucks located at the target store in mays landing, n.j. i was not given purchase credit and “star” points for the purchase even though the cashier there scanned my starbucks app. i reported this to customer service the next day and was told to email them a copy of my credit card receipt to their customer service address, which i did. i have still not been given stars to my account or credit for this purchase. i have attempted to contact them on multiple occasions and they have not responded.",1,Very Negative
"my mother sent me a $15 gift card purchased from walgreens in june. she came to visit me this past weekend and brought the gift card receipts. i contacted walgreens to replace the cards. i was told to contact the merchant (starbucks). i called starbucks and spoke with a representative today, explained my problem. he asked for the card number. when i provided it, he transferred me to a different department that handles these issues. i got another representative. i told this representative why i was transferred over. she got silent and ended the call. it is like no one wants to handle issues or do their job.",1,Very Negative
"was handed a coffee in a drive through. the lid was not on right and the top edge of the cup was bent. when i accepted the coffee and was going to place it in my cup holder, the cup bent, the lid fell off and the coffee spilled all over myself and my newly detailed interior. not the way to start a day especially on the way to an appointment. now $$ for coffee and detailing.",1,Very Negative
i am at 20th and l in dc. there are a dozen people here and only one employee to make drinks. unacceptable. i have commitments to get to and i do not have time to wait. it is already been 20 minutes. i will not come to this location again.,1,Very Negative
i have been purchasing starbucks a lot using my cash app card. i reached out to starbucks customer service so they could add my purchases or receipts to my account for points. i emailed them and received an automated email back saying someone will reach out to me. no one has as of yet. i sent out another email and still did not get any assistance. starbucks is ignoring me about receiving help,1,Very Negative
"starbucks como lake. bad attitude of the cashier, demonstrative arrogance and did not greet me, misspelled my name, then laughed at me with the staff. orders are often confused, it is better to take a check in order to get the desired drink later. the order took a long time, one day we had to wait 30 minutes. bad place.",1,Very Negative
"this past sunday, 5/21/2023 we went through the drive in and bought 2 double smoked breakfast sandwiches, expecting it to have back and gruyere cheese and an egg. they did not. we got 2 buns pasted together with unidentifiable something. we were on the road somewhere or i would have turned around and returned them. i know their food comes pre packaged and only warmed at the store, so i fault the company for falsely selling food that does not meet the picture on display at the ordering kiosk. just how many millions does starbucks need to make on a daily basis? their food is already overpriced. i mean, how much does 1 egg, 1 small slices of bacon and cheese cost?",1,Very Negative
i was overcharged for a venti brown sugar shaken espresso. i looked at my paypal notification and there was 13.40$ taken from my account for the coffee drink. very unhappy about it. i would like a refund of the total price. if not i will never buy another product from you guys. i go to starbucks on the regular. i am just really sick and tired of being taken advantage of.,1,Very Negative
"i received a gift card on 4/20/2023 but not able to use it today, 5/11/2023. i believe no one should purchase starbucks gift card anymore, because this is the 2nd time i was not able to use a starbucks gift card...the first time was a thank-you card from the coordinator of our church is foster the city program; all of us ""support friends"" helping out the foster families with various tasks received a card but it turned out we were all told not to use it because for reasons unbeknownst to him the cards were invalid. sadly it happened—again...this time i received a card from a trusted friend and the same happened. i already texted her and let her know what had happened. i am having a bad feeling starbucks is having some kind of scam. i am so appreciative of my friend is kind heart and texted her about the card because i feel uncomfortable about what starbucks is doing and personally i will not purchase starbucks gift cards in the future, anymore.",1,Very Negative
"i spend about $30/day, is it asking too much to have a lid that does not fall off? i have contacted starbucks customer service for months being told they are addressing the issue but nothing changes.",1,Very Negative
during covid their restrictions were over the top and still require staff to put cream and sugar in my coffee. starbucks this is nonsense - no wonder you have 3 stars. why should your customers wait for a cup of coffee as if i had ordered a frap. dumb policy. sell coffee not politics.,1,Very Negative
"for me to come on here and leave a review for your store on town east (new store beside hs) y'all need to do better! tell your employees to stay off their phones and put effort into doing their jobs or employ people that actually want to work! i waited patiently for my coffee as did everyone else but my frappe tasted like crap! i do not drink starbucks very often and if i do i go to the one on military and never had an issue there whatsoever l! but today, i happen to be in the town east area and decided to treat myself to a frappe! unfortunately it tasted like crap, and seeing an employee on their phone after receiving my coffee irritated me cause if they put as much attention into doing their job as they do their phone it probably would get them more than one star!!",1,Very Negative
"me and my special needs son need to wait at a starbucks for an access van. the store has only teeny tiny tables, where two people can not sit at, as the table is far too small. and round, so the tables can not be joined. the staff, told me starbucks is making it extremely uncomfortable for a family to eat inside, and difficult for couples, people with special needs, basically everyone. the table is a little bigger than a stool. i was told the staff and many complained, though corporate office stated to them, star bucks is not a family friendly place, not a place for a group of people to meet. they said the corporate office said, despite the complaints, the tiny tables stay,",1,Very Negative
"it has chemical odors and makes me gag. my friend dared me to have some and i barfed all over the store. they spelled my name wrong on purpose, my name is kemmis but starbucks spelled it as chemist and i said, ""that is not my name, it is kemmis.""",1,Very Negative
"ok so, i already had in mind to stop going to starbucks since it was costing me like 250$ a month. when i saw on tiktok how unhealthy their drinks really are, i just knew i had slow down my intake. but today that was it for me. they told me that to have a free drink is no longer 150 stars - it is now required to accumulate 200 stars. no way, this is a sign from the universe for me to really stop drinking their unhealthy drinks. they can go and require 1000 stars for a free drink if they wish - i do not care because, i really am not interested anymore.",1,Very Negative
i bought a caramel macchiato last night on 03/02/2023 and there was particles of a white cleaning rag in my drink. pretty much starbucks is not doing anything which is awful and disgusting. i have lost my ambition to buy coffee from starbucks forever after this experience and with their customer service.,1,Very Negative
"my account got blocked, i cannot log in and i have a substantial balance there. i have already spent hours on the phone with customer service trying to resolve this. the issue was even ""escalated"" to a senior rep. but after months of going back and forth and me bagging to return my money, starbucks reps say that there is nothing they can do. they wouldn't issue me a card for the balance or credit me back on my credit card.",1,Very Negative
"all the money starbucks makes not only are they ungrateful to their employees but what is the point of being a loyal ongoing cu6 when you have to pay more just to start using rewards, why would they change the amount you need to earn? it is bad enough all their starbucks games you do not win anything big. it is like they are all rigged that way...not to win.",1,Very Negative
"in my opinion, i can not believe starbucks has now changed it to 200 stars for free handcrafted beverage!!! it was 150 so that means spend $150 and you get a free drink! not anymore. the coffees are already outrageous as it is, they ask you tip now with new card reader which is super uncomfortable in the first place. may start going to 7 brew, it is good, cheap and 5 minutes from them here in kingsport.",3,Neutral
"on 01/23/2023 i purchased starbucks beverage located in las vegas. upon receiving the beverage (caramel macchiato), it was drowned in caramel sauce. caramel was thrown in the cup and to top it off an excessive amount of caramel was put on top. i requested the beverage to be made again. upon departing property, i realized that the steaming wand was never wiped down. i returned home and contacted starbucks via email to leave a complaint. i was contacted back and was informed that i would be receiving a full refund for the purchase. on 02/04/2023, i received the gift card through mail. looked to see how much was refund and showed, 10 cents. due to the lack customer service, i will be taking my business elsewhere.",1,Very Negative
got to starbucks inside food city before 6 pm. asked for a large decaf. i was told they could only do a half caf. very disappointed in their logistics function. a viable business should have its ordering of supplies rather optimized by the time they are a mature business.,1,Very Negative
"i know a lot of people line up for this stuff but the coffee is not that good. i guess that is why they put in so many flavorings and sweeteners. if you like just coffee, try somewhere else. many to choose from. i will not name them here. this is not an advertisement.",2,Negative
i have had enough of this companies deceitful ways. a 16oz grande and 24 oz vente both have 2 shots of espresso. all you are paying for is more milk which weakens the taste. logically if a grande has 2 shots then a vente should have 3. the shots have already been reduced in size over the years. secondly tips are based on performance...to ask us to tip before we can even finish cashing out is no right. you are pressuring us to leave a tip before we even get our coffee. what if the service stinks? i think you should go back to using a tip jar that way if the service is good we can tip and if not we can leave. i am only one person but you have lost me as a customer and i will do whatever i can to spread the word.,2,Negative
they are always out of stuff at lakeport commons in sioux city!! so forger mobile ordering! mobile ordering takes your money then when you get there told out of something and you lost money. never have the sauces you want. out if matcha for green tea for weeks! out of ice coffee at least 2x week.,1,Very Negative
i had purchased a drink on my app at an airport. i went to pick it up and they said they could not make my drink because the blender was broken down and could not refund my money. i asked them how i would get my money back. they said there is a phone number on the app and the phone number goes to the store and i have called the store nine times and no one will answer. i send an email to starbucks corporation 2 weeks ago and have heard nothing. i will no longer visit or you starbucks..,2,Negative
"they wonder why they have to shut down locations. this company should be called makeothercoffeecompaniesbucks because they do not care in helping people out who can not get into their mobile accounts. second time this year i get locked out of my account and no matter what i do i can not get in and then when you call customer service they can not speak/understand english and say they fixed the problem when nothing gets fixed, then someone tells you someone will call you and nobody does. i am done with this company. thanks for saving me hundreds a month!!!",1,Very Negative
"yet another person with a horrible experience at a starbucks... specifically, the starbucks at johnson creek crossing in portland, oregon. i was trying to give my order at the drive-thru, but apparently the person who was taking it could not hear me very well. a short, decaf vanilla mocha non-fat no-whip. still, she had every thing right but the vanilla, so when she asked me if it was right, i said ""everything but the vanilla."" she said she was having trouble hearing me, so i said loudly ""va-nil-la!"" she said she was still having trouble hearing me, and for some unknown reason changed the drink to a grande vanilla latte, so i said loudly ""moch-a!"" and then asked her why she changed the drink/size? she said she more about not being able to hear me, so in a very loud voice i said ""short... decaf... vanilla... mocha.. nonfat... no whip"" at which point she said i was treating her badly and refused to take my order.",1,Very Negative
"so i went to starbucks at the kroger on lower fayetteville and there was this old man serving coffee there so i went up to there and asked for a tall americano and he asked my name and i said it but he said he did not hear me so i said it louder. so when i got my drink, i was just sipping it until i looked at the receipt on my cup, it said trenae, worst service ever!!",1,Very Negative
"i cannot believe starbucks closed off all of the outlets in their stores around me. i would visit sb solo and with clients at least 6-8 times per month. spending real money. one of my favorite past times has been catching up on emails while enjoying coffee and food. now, i cannot come back knowing that i can not be productive while there. ya just lost a loyal customer for almost 20 years. wow. just wow.",1,Very Negative
"starbucks had an ad on veterans day for complimentary coffee for vets. i go to starbucks at least once a day and my sherman oaks location did not know about it. i called corporate, who confirmed it was a fake ad. i asked my san diego marines about it, and they advised starbucks was honoring it. i went online to contact starbucks, and they said they would look into it, call me back, and even looked on my account and said they would gift me $10. all was a lie. i was never contacted, did not receive the $10 (unimportant), and reached out this morning and was hung up on. starbucks has lost a loyal life long customer. i will also tell every veteran i know that starbucks does not honor service members and they have no integrity. disappointing!!!",1,Very Negative
starbucks offers reusable holiday cups when purchasing a holiday beverage. they refused a diabetic an unsweetened beverage because it was not one of their “holiday” beverages. one would think they could have been more accommodating.,1,Very Negative
"refused a free coffee to me and other veterans in franklin, nc on veterans day as offered on starbucks' national website and offered in newspapers statewide. as a long time customer of starbucks, i am no longer a customer.",1,Very Negative
so mad. i go to the green bay starbucks here which a lot of the time i get great service and it is a good place to go but when i get a cold drink a lot of the time the lid does not stay on at all. i have so many instances where i grab the cup and it falls off. well today i ordered a green tea and then i was drinking it in my living room and the lid completely came off and fell out of my hands and now it is all over the floor and into my carpet. not ordering there again until this is fixed. it is a 5 dollar drink and i should be able to drink it and not have it all over the floor because of an issue on their end.,1,Very Negative
i did a mobile order and it gave a time of 11:35am.... i went to pick up at 1134am.... i waited 45 minutes until i went up to the register and got a refund. my problem was the manager on duty.... she told customers to stop bothering the employees and they could get orders out. as a retail worker that is unacceptable to say to your consumers. that does not react return business. that is a foul attitude. i will never visit the tilton starbucks ever again. they are unprofessional and rude.,1,Very Negative
"i love the starbucks on sunset! the new one on elms springs is not quite there yet! friendly which is amazing, just they do not quite have it down yet! my daughter and i went there yesterday and it was watery and not as nearly wonderful! so we will go the extra miles to go to the one that knows what they are doing! our money is just as important as your money!",2,Negative
"i have recently realized how difficult it is to find a starbucks that has electrical outlets available to customers for charging laptops and cellphones. at first i thought, oh this particular store just never installed them. however, that is not the case. they have purposefully removed them in order to save electricity, a slap in the face to us loyal customers who spend gobs of money on their overpriced drink and food already. i always figured, well it makes sense, i will pay the extra price for the opportunity to enjoy hanging around using wifi and tapping some power, but they have gone too far now. uh uh, you guys are not right! i still appreciate free ice cold water and whipped cream for my dog, but in the back of my mind lurks the knowledge that they have given and taketh away. i have banned you from my go to restaurants list, in fact i might never step into a starbucks ever again! that was a shameful thing you guys did!",1,Very Negative
"miserable customer service, executive department and website/apps. we have a starbucks account where our payment method is linked to our account so we may earn stars for rewards. the starbucks cafe we go to is in a market32/price chopper grocery store. previously, every now and then purchase history shows with the $ amount, but no stars, shows as 0.0 earned. then this started happening on a frequent basis. called customer service, most speak english with a very broken accent. explained the issue.",1,Very Negative
very stale egg product in sandwich. unusually weak coffee. unlike most starbucks. very crowded store. staff overwhelmed. go to caribou coffee instead. they need to test their products for freshness on a daily basis.,2,Negative
"i frequent this particular starbucks about 5 times a week. this is the edgemont branch location. my usual drink is grande in venti cup, extra milk. most of the employees know my face and some know my name as i go there quite often. today i went to get my usual drink. i know exactly how much coffee and how much milk goes into the cup. the coffee level is at the edge of the circle on the cup. so when i saw the amount of coffee was less than usual and had too much room, i pointed it to the employee. she then proceeded to go to the back to talk to someone else, then came back with a measured cup and said we can not do that and talked to me in a way that really ruined the experience for me as she was making a fuss over nothing.",1,Very Negative
"while on vacation, we stopped at this starbucks on 3388 poplar ave. in memphis tennessee to use the restroom. by the sink of the women is restroom, there were roaches half dead. in addition to the filthy restroom, everything else inside smelled damp, like old, used towels. you could also not wash your hands with soap because there was no dispenser. there was only one other restroom available which was out of service. will have to keep my options and eyes open from now on.",1,Very Negative
company continues to raise prices when they have been generating revenue for years. they do not pay or take care of their employees well at all and they continue to lay off employees. will never get my business.,1,Very Negative
"the website says that the store closes at 9:30 pm. my brother and i get to the drive through only to sit there for five minutes watching an employee walk around outside, only to go back inside to tell us they closed and refused to serve us. starbucks will no longer be getting my money.",1,Very Negative
"i went to starbucks and asked for a vanilla and and the barista gave me what was left in the blender, i asked for a new one and the barista charged me double for it. do not go to 12501 jefferson davis highway bermuda square, chester, va 23831.",1,Very Negative
"i used to spend over $100 a month in starbucks coffee and do the receipt upload for stars as part of the loyalty rewards on top of buying several drinks from the on site barista when i was near one as i am not local to any. then starbucks stopped the receipt upload for stars, so now i am boycotting starbucks due to receipt upload ending and now buying from black rifle coffee. over the years starbucks keeps chopping away at the loyalty star program. in the past you got way more star benefits but now it is super skimpy.",1,Very Negative
i am continually disappointed when going to starbucks. i am not sure they are reading the room… so to speak. the cost continues to go up… as all things. but there should be a level of competing with the competitor. in our town we have 2 new dunkin donuts and they are less expensive. no am sure they are pulling customers. it also seems they are shorting the cups. do not seem to be full on the craft drinks. service has been much better than last year. have been a consumer for a long time. just seem it is time to feed the customer more obviously than points.,3,Neutral
"2) starbucks has continuously cut their rewards program over the past few years. now, you have to ‘activate' double star days. they know the more trouble they put people through, the less people will get the benefit.",1,Very Negative
"purchased one cup of coffee and was charged 3 times for 1 cup so i am owed a credit to my debit card, however i was told after calling the 800 number that they will not be able to give me credit and the store will not likely give me a credit because it has been over 48hours. i suppose i should have assumed that they were going to rip me off with this triple charge and check my account and since i did not do that they decided to keep my money or offer me a card so that i lose my choice of where i spend the money that they stole. such poor business ethics.",1,Very Negative
"ok i know how the staff at starbucks at 23811 washington ave, murrieta, ca · (951) 461-1699 the service has to be one of the worst i have ever been to. i started going to this one over 2 months ago and they still do not know my drink. now it is very difficult. it is any hot coffee with 10 sugars stirred in then extra cream 1/2-1/2. now if that is too hard to get how the hell did they get a job. i have been to starbucks all over and in less than 3 days they know my drink but not here where 2 months ain't enough to understand something so simple and yes i go in every day.",1,Very Negative
"a place to be. the space i chose was starbucks. never in my life would i have imagined that i would be interested in writing a paper about this. i am currently traveling and it has been a place that i have been frequently visiting to sit down and take care of my studies. i am an avid coffee drinker also and love to sip on a beverage and take care of what i need to take care of. it is peaceful, although sometimes chaotic. i enjoy being able to sit down and do my work. i believe it is a great place for students like myself to sit down and be productive.",5,Very Positive
"i walk to the starbucks near my house every other day and get the same drink every day, chai tea latte. the service is usually great and i do not have to wait that long at all. the employees are friendly and kind. this goes for other locations that i visit. unfortunately, the quality of starbucks products has significantly declined and the prices have skyrocketed but that is understandable given the current economy. every time i get a chai tea latte, it either tastes like water or nothing but milk, and on top of that, i am paying a premium for the venti size.",3,Neutral
45 minutes in line with the employees constantly disappearing to the back and a line down the terminal. i never got to the counter to order and i was an hour and a half early for my flight. get some employees who actually work so i can review the product and the service.,1,Very Negative
"i went to starbucks today expecting to get what i wanted. i ordered a grande dragon fruit refresher with lemonade and a cheese pastry. this lady who works there charges me 11 dollars. the pastry was about 4 dollars in all and on top that she did not even get me a grande. she got me a small. so i paid way more than what it was worth. anddd she did not give me receipt so that i could not sue her because if i had one i would for sure. this freaking lady had the audacity to rob me of my money and i will never forget that and the cheese pastry i got was cream cheese not just “cheese” like it said. i did not want cream cheese, i wanted regular cheese. omg is that literally too much to ask for. so ya starbucks sucks. never go there.",2,Negative
i almost drunk a glass that was in my caramel crunch frappuccino... this is the most uncomfortable experience i have ever had at a starbucks coffee and caramel frappuccino crunch is one of my favorite coffee is and i get it all the time to have glass in my coffee and almost swallowing it was the most dreadful bad experience i ever had. if i would have swallow it lords nows the damage it would have done. (starbucks store) location 2106 east victory drive savanah ga. store number #14467. ** case number,1,Very Negative
"the starbucks coffee drinks cost a good deal of money. so when i pay for a coffee drink. i expect to get coffee, not a milkshake. but there are milkshakes hidden in the frappuccino menu. if it is for kids. it should be labeled ""kids drinks"" or ""milkshakes."" that is just really disappointing. i ordered a strawberry creme frappuccino, thinking that it was like the strawberry funnel cake frappuccino, which was really good and had coffee in it. but they stopped selling that and instead there was just this disappointing strawberry milkshake that i ended up with.",1,Very Negative
"i am 58 years old, crashed my motorbike on a plastic starbucks sign that was in the street and was injured and my motorbike was totaled. i contacted starbucks and they promised me they would take care of it and agreed verbally on an amount that they would pay me. i agreed not to file a lawsuit if they would do the right thing and i have given them over a year to take care of this. they have not kept their word at all, completely dishonest and untrustworthy and never tell the truth. who would ever want to drink their coffee of a company so dishonest and untrustworthy.",1,Very Negative
"i have been a loyal customer for 10+ yrs...however, i have won multiple prizes on the most recent starbucks app game but the prizes do not get delivered to my account. customer service did not know how to help. i have spent money to play the game trying to win prizes but never see the prizes that i have already won. fraud!!! do not fall for it screenshots do not help either. it needs the reward to be displayed as in barcode scan. i am not spending in starbucks anymore. its brand of integrity is very poor.",1,Very Negative
"most starbucks charge $2.95 for grande pike place coffee, but one store in huntington beach ca (brookhurst & hamilton) charges $3.25 for same grande. lovely place, great staff, but price a bit of a turn off…",4,Positive
"i visited the starbucks in flowood, mississippi on may 29, 2022, and the young man gave me the very hot tea with the top off and it went everywhere. my thigh was on fire and when i asked for napkins he just looked at me. i gave him the tea back and asked for the manager. mr. cody came to the window and when i told him what happened he said ""really"" with a smirk on his face. i was like, ""yes"" then he went on to say, ""oh,"" but the smirk was still on his face. he was questioning the fact of if i really got burned. when i asked for my money back he got an attitude. he refuse to tell me the general manager is name or number.",1,Very Negative
"i have been going to this store regularly for years. the last year has been almost daily. it is a very busy store but they move us through quickly. it seems like the employees all get along and do their jobs efficiently and curiously. one day a slight mistake was made and could have been my error due to the fact i usually have a large order, but a very nice young lady stephanie took care of it, with a smile. if i need coffee i will wait to drive to this store. the manager elaina is always working with a smile. maybe that is why her employees treat us all that way. these days it is hard to find good customer service but to find exceptional service is even better. thank you to stephanie and the whole crew. great job elaina.",5,Very Positive
"i stopped in at starbucks at coomera and they had a line of about 15 cars waiting, they served all the cars in drive through before making the coffees of any of the customers who had actually come into the store. they charge 90c to add syrup to your coffee which you do not actually receive and is a far higher charge than similar coffee chains. the coffee was hot but tasted awful.",1,Very Negative
"starbucks is supposed to be a quality brand and we love starbucks coffee. recently their centres have started cutting cost by not providing paper bags when we purchase a product from starbucks. we regularly buy coffee beans worth $20 from starbucks and when we ask for a bag they have started providing excuses like ""we have run out of bags."" their products are so expensive but they cannot provide a paper bag to even carry the purchased product. in usa, wegmans store provides huge strong paper bags for even the smallest purchase made. sad to see the way cost cutting is taking a toll on customer experience.",1,Very Negative
"it costs over $20 for 3 small breakfast sandwiches!! these should be $2-$3 a piece like every where else. and the greeting from the server was rude. a simple, “what do want“ is not a greeting! too expensive and poor service!!! i will not go back there!!",1,Very Negative
"the first time after years i felt the “welcome to starbucks” greeting at this place & i said in my heart “well mr. first ceo returned with his principles”. i read his books, but for the many starbucks doors i entered in the founder is story in the book & the practice at most starbucks were totally different. i am very excited to experience as the book stories. keep the warm tradition. get going!!!",5,Very Positive
"good service, the employees are good at both english and tagalog. fast service and the environment are really clean and tidy. and i also appreciate the fact that they use paper straws to support the environment. 5 stars :>",5,Very Positive
"i came back to oklahoma city due to a business meeting and to visit my family. while visiting a starbucks location in oklahoma city, ok at 200 s oklahoma city, ok 73104, i was threatened verbally as well as physically by an employee. i am a long-time daily customer of starbucks. i would say i visit a location at least 335 days out of 365 per year. on the morning of april 5th, 2022, i went in to purchase my usual daily cup of coffee. i decided to purchase a protein box and a cheese and fruit box as well. while waiting in a fairly long line i arrived at the counter in which i were greeted by a young lady named **. my order was placed for a venti sized blonde roast of brewed coffee, including eight packages of agave, sugar free vanilla, cream and the two boxes discussed above.",1,Very Negative
"how can people drink the awfully burnt tasting coffee from starbucks. overpriced poor tasting. better to go to dunkin. starbucks uses cheaply source beans and roasts them to death. not only burn the beans, also burn the essential oils.",1,Very Negative
i ordered 2 mint frappuccino and it was not frozen. i returned to the facility and an asian guy looked very upset. he redone my drinks and he still could not make it correct. he forgot to add the chocolate syrup and was told and he snatched it off the counter with attitude! and he added cookie crumbs not the syrup. he made me feel very uncomfortable! on top of that i tried it and it was not good. i do not recommend this location at washington square. if you see this guy do not let him make your drink!,1,Very Negative
"good morning, in case it happened i just bought a tea here in this new golden place out of toa baja, when young gregorio goes, to collect before saying amount to collect tells me, ""hi you are going to tip"" and i comment no, he comes back and comments and i repeat, not then he tells me the total, i give him money and seeing when they give him the tea that he has to give me, i realize that all the employees approach him, they stopped to talk to everyone, two of the girls start dancing. they went to work with other orders leaving the glass that i had to deliver to the front of the window, realizing, like any adult, that these young men or gregorio made me wait when the order was ready, normally when it is by servi car we leave the change or leave extra. all this so that you do not leave a tip in a servi carro. i am embarrassed that a good new business has employees like these, who with their actions seem to force the client to tip. 11:40 am. starbucks.",1,Very Negative
"i went through the drive thru at the starbucks on capital. i ordered a grande nonfat mocha. she gave me a venti.. with surprise i asked, is this my coffee? i ordered a grande and she said, ""we are out of grande cups."" i said, ""oh, i understand."" i paid and left. i drank my coffee, it was good as always. however, i went to throw it away, when i saw it was doubled with another cup. it was a tall! i paid for a grande! i just got ripped off at a good yet expensive coffee shop. this is the first time this has happened to me at a starbucks. i have always known them to take pride in company. oh well... guess it happens to everyone. warning= be careful. look at your drink carefully. i will from now on.",2,Negative
"there were 6 barristers or helper at the counter at one time but the services was so poor. not efficient, slow, not service oriented, no team work and they were not supporting each other. at the end, services to customers were affected.",1,Very Negative
"the starbucks on newman, lasalle, quebec has the best customer service anywhere. i go by there every other day before noon to get a coffee or a sandwich and the person at the window is such a delight to deal with along with all other employees. they are friendly, helpful and always have a great attitude. hats off to them.",5,Very Positive
"i would like to give a huge shoutout to the starbucks employees at the kroger location in plano, tx. at coit and hwy 121. all of their employees are super friendly, efficient and always remember my drink combo. me and my husband have been going to that starbucks for six years now and we love our baristas. most days, there is only one barista tending to the store but they are always efficient and seem to do an amazing job single handedly. i would like to give a special shoutout to michelle, she always greets me with a smile and a funny story, which makes my day amazing. thank you michelle for always being my ray of sunshine first thing in the morning.",5,Very Positive
"when employees along with management are having side bars about a customer and the customer knows that they are talking about them because it was very obvious, it is very rude and very unprofessional.",1,Very Negative
"the location where i go the employees are great and they always seems to make my drink right so no complaints there. the complaint is just the price increase, at this time it is unnecessary since you can not distribute the products and keep single locations in stock ever. it is a toss up if what you want will be available that day or not. you can get product off line and make it for way cheaper at home. with the break down you can make a frappuccino that taste similar for $3.60 with top ingredients from home where when you go to starbucks the same thing would cost around $7 to $7.25. starbucks was an everyday thing for me and my family now i am making my own at home and i order from starbucks maybe 1 time a week and even that will be slowing down.",3,Neutral
"this starbucks at the festus location has terribly slow service… also, the location is terrible. to get in and out of the drive-through you have to navigate through traffic in their small parking lot. just for your information, there is a dunkin donuts across the highway that you may want to try.",2,Negative
